Country Name,Country Code,Series,Series Code,1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Chile,CHL,PISA: 15-year-olds by mathematics proficiency level (%). Below Level 1,LO.PISA.MAT.0,..,..,..,..,..,..,..,..,28.1993108505277,..,..,21.6598712000101,..,..,21.9968674213515,..,..,23.0460091830496,..,..,24.6773166503563,..,..
Chile,CHL,PISA: 15-year-olds by mathematics proficiency level (%). Level 1,LO.PISA.MAT.1,..,..,..,..,..,..,..,..,26.9315771671573,..,..,29.3652168722056,..,..,29.5454894037928,..,..,26.3069613002498,..,..,27.2312420861546,..,..
Chile,CHL,PISA: 15-year-olds by mathematics proficiency level (%). Level 2,LO.PISA.MAT.2,..,..,..,..,..,..,..,..,23.930236545977,..,..,27.2807948368792,..,..,25.3234151015839,..,..,25.4745817604397,..,..,25.528043884476,..,..
Chile,CHL,PISA: 15-year-olds by mathematics proficiency level (%). Level 3,LO.PISA.MAT.3,..,..,..,..,..,..,..,..,13.8586280835192,..,..,14.7654931970982,..,..,15.4028950483961,..,..,17.363699863679,..,..,15.622269740611,..,..
Chile,CHL,PISA: 15-year-olds by mathematics proficiency level (%). Level 4,LO.PISA.MAT.4,..,..,..,..,..,..,..,..,5.61556575408329,..,..,5.60603678401887,..,..,6.15047911180228,..,..,6.41267166259996,..,..,5.71486635219262,..,..
Chile,CHL,PISA: 15-year-olds by mathematics proficiency level (%). Level 5,LO.PISA.MAT.5,..,..,..,..,..,..,..,..,1.33554219660752,..,..,1.20874758463101,..,..,1.45164253208195,..,..,1.27188762608646,..,..,1.09799462856761,..,..
Chile,CHL,PISA: 15-year-olds by mathematics proficiency level (%). Level 6,LO.PISA.MAT.6,..,..,..,..,..,..,..,..,0.129139402128064,..,..,0.113839525156943,..,..,0.129211380991533,..,..,0.124188603895484,..,..,0.128266657641717,..,..
Chile,CHL,PISA: 15-year-olds by reading proficiency level (%). Below Level 1C,LO.PISA.REA.0.B1C,..,..,1,..,..,..,..,..,1,..,..,0,..,..,0,..,..,0,..,..,0,..,..
Chile,CHL,PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,..,..,28,..,..,..,..,..,21,..,..,22,..,..,24,..,..,20,..,..,21,..,..
Chile,CHL,PISA: 15-year-olds by reading proficiency level (%). Level 1B,LO.PISA.REA.1B,..,..,14,..,..,..,..,..,11,..,..,7,..,..,8,..,..,7,..,..,9,..,..
Chile,CHL,PISA: 15-year-olds by reading proficiency level (%). Level 1C,LO.PISA.REA.1C,..,..,5,..,..,..,..,..,3,..,..,1,..,..,1,..,..,1,..,..,2,..,..
Chile,CHL,PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,..,..,30,..,..,..,..,..,28,..,..,33,..,..,35,..,..,30,..,..,29,..,..
Chile,CHL,PISA: 15-year-olds by reading proficiency level (%). Level 3,LO.PISA.REA.3,..,..,17,..,..,..,..,..,21,..,..,26,..,..,24,..,..,27,..,..,24,..,..
Chile,CHL,PISA: 15-year-olds by reading proficiency level (%). Level 4,LO.PISA.REA.4,..,..,5,..,..,..,..,..,11,..,..,9,..,..,7,..,..,12,..,..,12,..,..
Chile,CHL,PISA: 15-year-olds by reading proficiency level (%). Level 5,LO.PISA.REA.5,..,..,0,..,..,..,..,..,3,..,..,1,..,..,1,..,..,2,..,..,2,..,..
Chile,CHL,PISA: 15-year-olds by reading proficiency level (%). Level 6,LO.PISA.REA.6,..,..,0,..,..,..,..,..,0,..,..,0,..,..,0,..,..,0,..,..,0,..,..
Chile,CHL,PISA: 15-year-olds by science proficiency level (%). Below Level 1B,LO.PISA.SCI.0,..,..,..,..,..,..,..,..,2,..,..,1,..,..,1,..,..,0.982702387352046,..,..,0.971727543397582,..,..
Chile,CHL,PISA: 15-year-olds by science proficiency level (%). Level 1A,LO.PISA.SCI.1A,..,..,..,..,..,..,..,..,26.6541070749487,..,..,23.9198833287978,..,..,26.346025138062,..,..,24.9901396224205,..,..,25.5444284653787,..,..
Chile,CHL,PISA: 15-year-olds by science proficiency level (%). Level 1B,LO.PISA.SCI.1B,..,..,..,..,..,..,..,..,11,..,..,7,..,..,8,..,..,8.85193611466394,..,..,8.82734467605375,..,..
Chile,CHL,PISA: 15-year-olds by science proficiency level (%). Level 2,LO.PISA.SCI.2,..,..,..,..,..,..,..,..,29.8682663552695,..,..,35.1654324386692,..,..,34.5840745573352,..,..,31.0121910501652,..,..,33.1247839439312,..,..
Chile,CHL,PISA: 15-year-olds by science proficiency level (%). Level 3,LO.PISA.SCI.3,..,..,..,..,..,..,..,..,20.102569960003,..,..,23.6145658451724,..,..,22.374079511099,..,..,23.8197508547375,..,..,22.5615351250201,..,..
Chile,CHL,PISA: 15-year-olds by science proficiency level (%). Level 4,LO.PISA.SCI.4,..,..,..,..,..,..,..,..,8.40264333714668,..,..,7.85724135657963,..,..,7.5499846102712,..,..,9.10382432062717,..,..,7.94011963665532,..,..
Chile,CHL,PISA: 15-year-olds by science proficiency level (%). Level 5,LO.PISA.SCI.5,..,..,..,..,..,..,..,..,1.78485899970178,..,..,1.05715145976729,..,..,0.962735840255336,..,..,1.19927270868609,..,..,0.995741493915327,..,..
Chile,CHL,PISA: 15-year-olds by science proficiency level (%). Level 6,LO.PISA.SCI.6,..,..,..,..,..,..,..,..,0.118834016292302,..,..,0.0310986879682464,..,..,0.0414153015832604,..,..,0.0401829413476133,..,..,0.0343191156480421,..,..
